trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type
22750069773287,12:18:00,12:18:00,740018283,12,0,0
22750069773287,12:19:00,12:19:00,740046243,13,0,0
22750069773287,12:21:00,12:21:00,740020556,14,1,0
22750069779368,7:56:00,7:56:00,740004383,1,0,1
22750069779368,7:57:00,7:57:00,740035997,2,0,0
22750069779368,7:59:00,7:59:00,740037355,3,0,0
22750069779368,8:00:00,8:00:00,740019408,4,0,0
22750069779368,8:03:00,8:03:00,740046065,5,0,0
22750069779368,8:06:00,8:06:00,740046036,6,0,0
22750069779368,8:07:00,8:07:00,740045991,7,0,0
22750069779368,8:08:00,8:08:00,740046239,8,0,0
22750069779368,8:09:00,8:09:00,740046240,9,0,0
22750069779368,8:09:00,8:09:00,740046241,10,0,0
22750069779368,8:11:00,8:11:00,740046242,11,0,0
22750069779368,8:12:00,8:12:00,740018283,12,0,0
22750069779368,8:13:00,8:13:00,740046243,13,0,0
22750069779368,8:15:00,8:15:00,740020556,14,1,0
22750069779390,8:11:00,8:11:00,740004383,1,0,1
22750069779390,8:12:00,8:12:00,740035997,2,0,0
22750069779390,8:14:00,8:14:00,740037355,3,0,0
22750069779390,8:15:00,8:15:00,740019408,4,0,0
22750069779390,8:18:00,8:18:00,740046065,5,0,0
22750069779390,8:21:00,8:21:00,740046036,6,0,0
22750069779390,8:22:00,8:22:00,740045991,7,0,0
22750069779390,8:23:00,8:23:00,740046239,8,0,0
22750069779390,8:24:00,8:24:00,740046240,9,0,0
22750069779390,8:24:00,8:24:00,740046241,10,0,0
22750069779390,8:26:00,8:26:00,740046242,11,0,0
22750069779390,8:27:00,8:27:00,740018283,12,0,0
22750069779390,8:28:00,8:28:00,740046243,13,0,0
22750069779390,8:30:00,8:30:00,740020556,14,1,0
22750069779654,9:50:00,9:50:00,740004383,1,0,1
22750069779654,9:51:00,9:51:00,740035997,2,0,0
22750069779654,9:53:00,9:53:00,740037355,3,0,0
22750069779654,9:54:00,9:54:00,740019408,4,0,0
22750069779654,9:57:00,9:57:00,740046065,5,0,0
22750069779654,10:00:00,10:00:00,740046036,6,0,0
22750069779654,10:01:00,10:01:00,740045991,7,0,0
22750069779654,10:02:00,10:02:00,740046239,8,0,0
22750069779654,10:03:00,10:03:00,740046240,9,0,0
22750069779654,10:03:00,10:03:00,740046241,10,0,0
22750069779654,10:05:00,10:05:00,740046242,11,0,0
22750069779654,10:06:00,10:06:00,740018283,12,0,0
22750069779654,10:07:00,10:07:00,740046243,13,0,0
22750069779654,10:09:00,10:09:00,740020556,14,1,0
22750069779698,10:01:00,10:01:00,740004383,1,0,1
22750069779698,10:02:00,10:02:00,740035997,2,0,0
22750069779698,10:04:00,10:04:00,740037355,3,0,0
22750069779698,10:05:00,10:05:00,740019408,4,0,0
22750069779698,10:08:00,10:08:00,740046065,5,0,0
22750069779698,10:11:00,10:11:00,740046036,6,0,0
22750069779698,10:12:00,10:12:00,740045991,7,0,0
22750069779698,10:13:00,10:13:00,740046239,8,0,0
22750069779698,10:14:00,10:14:00,740046240,9,0,0
22750069779698,10:14:00,10:14:00,740046241,10,0,0
22750069779698,10:16:00,10:16:00,740046242,11,0,0
22750069779698,10:17:00,10:17:00,740018283,12,0,0
22750069779698,10:18:00,10:18:00,740046243,13,0,0
22750069779698,10:20:00,10:20:00,740020556,14,1,0
22750069779742,10:12:00,10:12:00,740004383,1,0,1
22750069779742,10:13:00,10:13:00,740035997,2,0,0
22750069779742,10:15:00,10:15:00,740037355,3,0,0
22750069779742,10:16:00,10:16:00,740019408,4,0,0
22750069779742,10:19:00,10:19:00,740046065,5,0,0
22750069779742,10:22:00,10:22:00,740046036,6,0,0
22750069779742,10:23:00,10:23:00,740045991,7,0,0
22750069779742,10:24:00,10:24:00,740046239,8,0,0
22750069779742,10:25:00,10:25:00,740046240,9,0,0
22750069779742,10:25:00,10:25:00,740046241,10,0,0
22750069779742,10:27:00,10:27:00,740046242,11,0,0
22750069779742,10:28:00,10:28:00,740018283,12,0,0
22750069779742,10:29:00,10:29:00,740046243,13,0,0
22750069779742,10:31:00,10:31:00,740020556,14,1,0
22750069779786,10:23:00,10:23:00,740004383,1,0,1
22750069779786,10:24:00,10:24:00,740035997,2,0,0
22750069779786,10:26:00,10:26:00,740037355,3,0,0
22750069779786,10:27:00,10:27:00,740019408,4,0,0
22750069779786,10:30:00,10:30:00,740046065,5,0,0
22750069779786,10:33:00,10:33:00,740046036,6,0,0
22750069779786,10:34:00,10:34:00,740045991,7,0,0
22750069779786,10:35:00,10:35:00,740046239,8,0,0
22750069779786,10:36:00,10:36:00,740046240,9,0,0
22750069779786,10:36:00,10:36:00,740046241,10,0,0
22750069779786,10:38:00,10:38:00,740046242,11,0,0
22750069779786,10:39:00,10:39:00,740018283,12,0,0
22750069779786,10:40:00,10:40:00,740046243,13,0,0
22750069779786,10:42:00,10:42:00,740020556,14,1,0
22750069779830,10:34:00,10:34:00,740004383,1,0,1
22750069779830,10:35:00,10:35:00,740035997,2,0,0
22750069779830,10:37:00,10:37:00,740037355,3,0,0
22750069779830,10:38:00,10:38:00,740019408,4,0,0
22750069779830,10:41:00,10:41:00,740046065,5,0,0
22750069779830,10:44:00,10:44:00,740046036,6,0,0
22750069779830,10:45:00,10:45:00,740045991,7,0,0
22750069779830,10:46:00,10:46:00,740046239,8,0,0
22750069779830,10:47:00,10:47:00,740046240,9,0,0
22750069779830,10:47:00,10:47:00,740046241,10,0,0
22750069779830,10:49:00,10:49:00,740046242,11,0,0
22750069779830,10:50:00,10:50:00,740018283,12,0,0
22750069779830,10:51:00,10:51:00,740046243,13,0,0
22750069779830,10:53:00,10:53:00,740020556,14,1,0
22750069779896,10:56:00,10:56:00,740004383,1,0,1
22750069779896,10:57:00,10:57:00,740035997,2,0,0
22750069779896,10:59:00,10:59:00,740037355,3,0,0
22750069779896,11:00:00,11:00:00,740019408,4,0,0
22750069779896,11:03:00,11:03:00,740046065,5,0,0
22750069779896,11:06:00,11:06:00,740046036,6,0,0
22750069779896,11:07:00,11:07:00,740045991,7,0,0
22750069779896,11:08:00,11:08:00,740046239,8,0,0
22750069779896,11:09:00,11:09:00,740046240,9,0,0
22750069779896,11:09:00,11:09:00,740046241,10,0,0
22750069779896,11:11:00,11:11:00,740046242,11,0,0
22750069779896,11:12:00,11:12:00,740018283,12,0,0
22750069779896,11:13:00,11:13:00,740046243,13,0,0
22750069779896,11:15:00,11:15:00,740020556,14,1,0
22750069779940,11:07:00,11:07:00,740004383,1,0,1
22750069779940,11:08:00,11:08:00,740035997,2,0,0
22750069779940,11:10:00,11:10:00,740037355,3,0,0
22750069779940,11:11:00,11:11:00,740019408,4,0,0
22750069779940,11:14:00,11:14:00,740046065,5,0,0
22750069779940,11:17:00,11:17:00,740046036,6,0,0
22750069779940,11:18:00,11:18:00,740045991,7,0,0
22750069779940,11:19:00,11:19:00,740046239,8,0,0
22750069779940,11:20:00,11:20:00,740046240,9,0,0
22750069779940,11:20:00,11:20:00,740046241,10,0,0
22750069779940,11:22:00,11:22:00,740046242,11,0,0
22750069779940,11:23:00,11:23:00,740018283,12,0,0
22750069779940,11:24:00,11:24:00,740046243,13,0,0
22750069779940,11:26:00,11:26:00,740020556,14,1,0
22750069779984,11:18:00,11:18:00,740004383,1,0,1
22750069779984,11:19:00,11:19:00,740035997,2,0,0
22750069779984,11:21:00,11:21:00,740037355,3,0,0
22750069779984,11:22:00,11:22:00,740019408,4,0,0
22750069779984,11:25:00,11:25:00,740046065,5,0,0
22750069779984,11:28:00,11:28:00,740046036,6,0,0
22750069779984,11:29:00,11:29:00,740045991,7,0,0
22750069779984,11:30:00,11:30:00,740046239,8,0,0
22750069779984,11:31:00,11:31:00,740046240,9,0,0
22750069779984,11:31:00,11:31:00,740046241,10,0,0
22750069779984,11:33:00,11:33:00,740046242,11,0,0
22750069779984,11:34:00,11:34:00,740018283,12,0,0
22750069779984,11:35:00,11:35:00,740046243,13,0,0
22750069779984,11:37:00,11:37:00,740020556,14,1,0
22750069780072,11:40:00,11:40:00,740004383,1,0,1
22750069780072,11:41:00,11:41:00,740035997,2,0,0
22750069780072,11:43:00,11:43:00,740037355,3,0,0
22750069780072,11:44:00,11:44:00,740019408,4,0,0
22750069780072,11:47:00,11:47:00,740046065,5,0,0
22750069780072,11:50:00,11:50:00,740046036,6,0,0
22750069780072,11:51:00,11:51:00,740045991,7,0,0
22750069780072,11:52:00,11:52:00,740046239,8,0,0
22750069780072,11:53:00,11:53:00,740046240,9,0,0
22750069780072,11:53:00,11:53:00,740046241,10,0,0
22750069780072,11:55:00,11:55:00,740046242,11,0,0
22750069780072,11:56:00,11:56:00,740018283,12,0,0
22750069780072,11:57:00,11:57:00,740046243,13,0,0
22750069780072,11:59:00,11:59:00,740020556,14,1,0
22750069780094,11:51:00,11:51:00,740004383,1,0,1
22750069780094,11:52:00,11:52:00,740035997,2,0,0
22750069780094,11:54:00,11:54:00,740037355,3,0,0
22750069780094,11:55:00,11:55:00,740019408,4,0,0
22750069780094,11:58:00,11:58:00,740046065,5,0,0
22750069780094,12:01:00,12:01:00,740046036,6,0,0
22750069780094,12:02:00,12:02:00,740045991,7,0,0
22750069780094,12:03:00,12:03:00,740046239,8,0,0
22750069780094,12:04:00,12:04:00,740046240,9,0,0
22750069780094,12:04:00,12:04:00,740046241,10,0,0
22750069780094,12:06:00,12:06:00,740046242,11,0,0
22750069780094,12:07:00,12:07:00,740018283,12,0,0
22750069780094,12:08:00,12:08:00,740046243,13,0,0
22750069780094,12:10:00,12:10:00,740020556,14,1,0
22750069780160,12:13:00,12:13:00,740004383,1,0,1
22750069780160,12:14:00,12:14:00,740035997,2,0,0
22750069780160,12:16:00,12:16:00,740037355,3,0,0
22750069780160,12:17:00,12:17:00,740019408,4,0,0
22750069780160,12:20:00,12:20:00,740046065,5,0,0
22750069780160,12:23:00,12:23:00,740046036,6,0,0
22750069780160,12:24:00,12:24:00,740045991,7,0,0
22750069780160,12:25:00,12:25:00,740046239,8,0,0
22750069780160,12:26:00,12:26:00,740046240,9,0,0
22750069780160,12:26:00,12:26:00,740046241,10,0,0
22750069780160,12:28:00,12:28:00,740046242,11,0,0
22750069780160,12:29:00,12:29:00,740018283,12,0,0
22750069780160,12:30:00,12:30:00,740046243,13,0,0
22750069780160,12:32:00,12:32:00,740020556,14,1,0
22750069780226,12:35:00,12:35:00,740004383,1,0,1
22750069780226,12:36:00,12:36:00,740035997,2,0,0
22750069780226,12:38:00,12:38:00,740037355,3,0,0
22750069780226,12:39:00,12:39:00,740019408,4,0,0
22750069780226,12:42:00,12:42:00,740046065,5,0,0
22750069780226,12:45:00,12:45:00,740046036,6,0,0
22750069780226,12:46:00,12:46:00,740045991,7,0,0
22750069780226,12:47:00,12:47:00,740046239,8,0,0
22750069780226,12:48:00,12:48:00,740046240,9,0,0
22750069780226,12:48:00,12:48:00,740046241,10,0,0
22750069780226,12:50:00,12:50:00,740046242,11,0,0
22750069780226,12:51:00,12:51:00,740018283,12,0,0
22750069780226,12:52:00,12:52:00,740046243,13,0,0
22750069780226,12:54:00,12:54:00,740020556,14,1,0
22750069780248,12:46:00,12:46:00,740004383,1,0,1
22750069780248,12:47:00,12:47:00,740035997,2,0,0
22750069780248,12:49:00,12:49:00,740037355,3,0,0
22750069780248,12:50:00,12:50:00,740019408,4,0,0
22750069780248,12:53:00,12:53:00,740046065,5,0,0
22750069780248,12:56:00,12:56:00,740046036,6,0,0
22750069780248,12:57:00,12:57:00,740045991,7,0,0
22750069780248,12:58:00,12:58:00,740046239,8,0,0
22750069780248,12:59:00,12:59:00,740046240,9,0,0
22750069780248,12:59:00,12:59:00,740046241,10,0,0
22750069780248,13:01:00,13:01:00,740046242,11,0,0
22750069780248,13:02:00,13:02:00,740018283,12,0,0
22750069780248,13:03:00,13:03:00,740046243,13,0,0
22750069780248,13:05:00,13:05:00,740020556,14,1,0
22750069780292,12:57:00,12:57:00,740004383,1,0,1
22750069780292,12:58:00,12:58:00,740035997,2,0,0
22750069780292,13:00:00,13:00:00,740037355,3,0,0
22750069780292,13:01:00,13:01:00,740019408,4,0,0
22750069780292,13:04:00,13:04:00,740046065,5,0,0
22750069780292,13:07:00,13:07:00,740046036,6,0,0
22750069780292,13:08:00,13:08:00,740045991,7,0,0
22750069780292,13:09:00,13:09:00,740046239,8,0,0
22750069780292,13:10:00,13:10:00,740046240,9,0,0
22750069780292,13:10:00,13:10:00,740046241,10,0,0
22750069780292,13:12:00,13:12:00,740046242,11,0,0
22750069780292,13:13:00,13:13:00,740018283,12,0,0
22750069780292,13:14:00,13:14:00,740046243,13,0,0
22750069780292,13:16:00,13:16:00,740020556,14,1,0
22750069780314,13:08:00,13:08:00,740004383,1,0,1
22750069780314,13:09:00,13:09:00,740035997,2,0,0
22750069780314,13:11:00,13:11:00,740037355,3,0,0
22750069780314,13:12:00,13:12:00,740019408,4,0,0
22750069780314,13:15:00,13:15:00,740046065,5,0,0
22750069780314,13:18:00,13:18:00,740046036,6,0,0
22750069780314,13:19:00,13:19:00,740045991,7,0,0
22750069780314,13:20:00,13:20:00,740046239,8,0,0
22750069780314,13:21:00,13:21:00,740046240,9,0,0
22750069780314,13:21:00,13:21:00,740046241,10,0,0
22750069780314,13:23:00,13:23:00,740046242,11,0,0
22750069780314,13:24:00,13:24:00,740018283,12,0,0
22750069780314,13:25:00,13:25:00,740046243,13,0,0
22750069780314,13:27:00,13:27:00,740020556,14,1,0
22750069782140,15:52:00,15:52:00,740004383,1,0,1
22750069782140,15:53:00,15:53:00,740035997,2,0,0
22750069782140,15:55:00,15:55:00,740037355,3,0,0
22750069782140,15:56:00,15:56:00,740019408,4,0,0
22750069782140,15:59:00,15:59:00,740046065,5,0,0
22750069782140,16:02:00,16:02:00,740046036,6,0,0
22750069782140,16:03:00,16:03:00,740045991,7,0,0
22750069782140,16:03:00,16:03:00,740046239,8,0,0
22750069782140,16:04:00,16:04:00,740046240,9,0,0
22750069782140,16:05:00,16:05:00,740046241,10,0,0
22750069782140,16:06:00,16:06:00,740046242,11,0,0
22750069782140,16:07:00,16:07:00,740018283,12,0,0
22750069782140,16:08:00,16:08:00,740046243,13,0,0
22750069782140,16:10:00,16:10:00,740020556,14,1,0
22750069782184,16:47:00,16:47:00,740004383,1,0,1
22750069782184,16:48:00,16:48:00,740035997,2,0,0
22750069782184,16:50:00,16:50:00,740037355,3,0,0
22750069782184,16:51:00,16:51:00,740019408,4,0,0
22750069782184,16:54:00,16:54:00,740046065,5,0,0
22750069782184,16:57:00,16:57:00,740046036,6,0,0
22750069782184,16:58:00,16:58:00,740045991,7,0,0
22750069782184,16:58:00,16:58:00,740046239,8,0,0
22750069782184,16:59:00,16:59:00,740046240,9,0,0
22750069782184,17:00:00,17:00:00,740046241,10,0,0
22750069782184,17:01:00,17:01:00,740046242,11,0,0
22750069782184,17:02:00,17:02:00,740018283,12,0,0
22750069782184,17:03:00,17:03:00,740046243,13,0,0
22750069782184,17:05:00,17:05:00,740020556,14,1,0
22750069774756,16:25:00,16:25:00,740004383,1,0,1
22750069774756,16:26:00,16:26:00,740035997,2,0,0
22750069774756,16:28:00,16:28:00,740037355,3,0,0
22750069774756,16:29:00,16:29:00,740019408,4,0,0
22750069774756,16:32:00,16:32:00,740046065,5,0,0
22750069774756,16:35:00,16:35:00,740046036,6,0,0
22750069774756,16:36:00,16:36:00,740045991,7,0,0
22750069774756,16:36:00,16:36:00,740046239,8,0,0
22750069774756,16:37:00,16:37:00,740046240,9,0,0
22750069774756,16:38:00,16:38:00,740046241,10,0,0
22750069774756,16:39:00,16:39:00,740046242,11,0,0
22750069774756,16:40:00,16:40:00,740018283,12,0,0
22750069774756,16:41:00,16:41:00,740046243,13,0,0
22750069774756,16:43:00,16:43:00,740020556,14,1,0
22750069775722,17:34:00,17:34:00,740004383,1,0,1
22750069775722,17:35:00,17:35:00,740035997,2,0,0
22750069775722,17:37:00,17:37:00,740037355,3,0,0
22750069775722,17:38:00,17:38:00,740019408,4,0,0
22750069775722,17:41:00,17:41:00,740046065,5,0,0
22750069775722,17:44:00,17:44:00,740046036,6,0,0
22750069775722,17:45:00,17:45:00,740045991,7,0,0
22750069775722,17:45:00,17:45:00,740046239,8,0,0
22750069775722,17:46:00,17:46:00,740046240,9,0,0
22750069775722,17:47:00,17:47:00,740046241,10,0,0
22750069775722,17:48:00,17:48:00,740046242,11,0,0
22750069775722,17:49:00,17:49:00,740018283,12,0,0
22750069775722,17:50:00,17:50:00,740046243,13,0,0
22750069775722,17:52:00,17:52:00,740020556,14,1,0
22750069775744,17:49:00,17:49:00,740004383,1,0,1
22750069775744,17:50:00,17:50:00,740035997,2,0,0
22750069775744,17:52:00,17:52:00,740037355,3,0,0
22750069775744,17:53:00,17:53:00,740019408,4,0,0
22750069775744,17:56:00,17:56:00,740046065,5,0,0
22750069775744,17:59:00,17:59:00,740046036,6,0,0
22750069775744,18:00:00,18:00:00,740045991,7,0,0
